Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Date1,LT_Rev,Date2,ST_Rev,Date3,Mom
,,,,,,,201406,   0.45,200907,   4.40,201006,  -2.70
,,,,,,,201407,   0.35,200908,  -2.10,201007,   1.78
,,,,,,,201408,  -1.21,200909,   1.20,201008,   0.04
,,,,,,,201409,  -0.93,200910,   2.23,201009,   1.38
,,,,,,,201410,  -3.29,200911,   0.47,201010,   1.46
,,,,,,,201411,  -1.55,200912,   1.73,201011,   2.73
,,,,,,,201412,   0.41,201001,   3.65,201012,  -3.00
,,,,,,,201501,  -3.38,201002,   1.69,201101,  -0.30
,,,,,,,201502,  -1.95,201003,   0.77,201102,   1.88
,,,,,,,201503,  -2.54,201004,  -1.84,201103,   3.45
,,,,,,,201504,   1.22,201005,   0.51,201104,   0.05
,,,,,,,201505,  -0.85,201006,  -4.79,201105,  -0.60
,,,,,,,201506,  -0.95,201007,   4.06,201106,   1.82
,,,,,,,201507,  -1.42,201008,   1.01,201107,   0.20
,,,,,,,201508,   1.39,201009,   3.29,201108,  -0.27
,,,,,,,201509,   0.15,201010,  -1.20,201109,  -2.40
,,,,,,,201510,  -0.53,201011,  -0.86,201110,  -1.40
,,,,,,,201511,  -0.16,201012,   2.26,201111,   3.88
,,,,,,,201512,  -2.38,201101,  -0.09,201112,   1.83
,,,,,,,201601,  -1.04,201102,  -0.92,201201,  -8.01
,,,,,,,201602,   0.55,201103,  -0.82,201202,  -0.26
,,,,,,,201603,   4.06,201104,  -1.01,201203,   1.31
,,,,,,,201604,   4.78,201105,  -1.22,201204,   3.72
,,,,,,,201605,  -2.16,201106,  -0.96,201205,   6.44
,,,,,,,201606,   1.14,201107,  -1.16,201206,  -1.10
,,,,,,,201607,  -0.10,201108,  -1.39,201207,   3.00
,,,,,,,201608,   0.67,201109,  -9.53,201208,  -2.35
,,,,,,,201609,   1.65,201110,  12.19,201209,  -1.13
,,,,,,,201610,  -0.92,201111,   1.26,201210,   0.05
,,,,,,,201611,   1.78,201112,  -1.55,201211,   0.53
,,,,,,,201612,  -2.56,201201,   6.54,201212,  -2.93
,,,,,,,201701,  -1.32,201202,  -0.37,201301,  -1.82
,,,,,,,201702,  -3.28,201203,  -0.78,201302,   1.23
,,,,,,,201703,  -1.22,201204,  -0.43,201303,   1.92
,,,,,,,201704,  -3.43,201205,  -3.48,201304,   0.22
,,,,,,,201705,  -2.43,201206,  -0.81,201305,  -2.01
,,,,,,,201706,  -0.80,201207,   1.37,201306,   0.43
,,,,,,,201707,   0.60,201208,   3.03,201307,   1.74
,,,,,,,201708,  -2.04,201209,  -0.21,201308,   0.04
,,,,,,,201709,   0.58,201210,   0.31,201309,   3.02
,,,,,,,201710,  -1.91,201211,   0.91,201310,   0.02
,,,,,,,201711,   0.73,201212,   0.19,201311,   0.39
,,,,,,,201712,   2.06,201301,  -1.54,201312,   0.02
,,,,,,,201801,  -1.87,201302,  -1.17,201401,   1.61
,,,,,,,201802,  -3.49,201303,  -1.90,201402,   2.13
,,,,,,,201803,   1.80,201304,  -1.10,201403,  -3.27
,,,,,,,201804,   2.79,201305,   1.58,201404,  -3.82
,,,,,,,201805,  -0.16,201306,   0.46,201405,   0.89
,,,,,,,201806,   0.91,201307,   1.96,201406,   0.65
,,,,,,,201807,  -1.44,201308,  -0.78,201407,  -0.17
,,,,,,,201808,  -2.79,201309,  -0.49,201408,   0.83
,,,,,,,201809,   1.75,201310,  -0.13,201409,   0.60
,,,,,,,201810,  -1.68,201311,   0.63,201410,  -0.21
,,,,,,,201811,  -3.82,201312,   1.28,201411,   0.69
,,,,,,,201812,  -2.71,201401,   0.30,201412,   1.03
,,,,,,,201901,   2.26,201402,  -0.15,201501,   3.74
,,,,,,,201902,  -0.60,201403,   2.57,201502,  -3.10
,,,,,,,201903,  -0.85,201404,  -2.10,201503,   2.70
,,,,,,,201904,  -3.01,201405,   0.54,201504,  -7.27
,,,,,,,201905,  -4.20,201406,  -0.55,201505,   5.68
,,,,,,,201906,  -0.35,201407,   2.65,201506,   3.01
,,,,,,,201907,  -3.13,201408,   1.62,201507,   9.97
,,,,,,,201908,  -5.01,201409,  -0.30,201508,  -2.16
,,,,,,,201909,   2.69,201410,  -2.71,201509,   5.24
,,,,,,,201910,  -3.40,201411,  -3.31,201510,  -3.19
,,,,,,,201911,  -0.03,201412,  -1.00,201511,   2.29
,,,,,,,201912,   0.92,201501,  -0.48,201512,   3.34
,,,,,,,202001,  -5.02,201502,   3.73,201601,   1.60
,,,,,,,202002,  -1.63,201503,  -0.15,201602,  -4.35
,,,,,,,202003,  -8.77,201504,   4.25,201603,  -5.04
,,,,,,,202004,   3.17,201505,   2.41,201604,  -5.98
,,,,,,,202005,  -2.27,201506,  -3.56,201605,   1.47
,,,,,,,202006,   2.22,201507,  -5.00,201606,   4.20
,,,,,,,202007,  -0.08,201508,   1.53,201607,  -3.31
,,,,,,,202008,   2.02,201509,  -3.20,201608,  -3.41
,,,,,,,202009,  -3.10,201510,   0.96,201609,   0.26
,,,,,,,202010,  -0.67,201511,   0.18,201610,   0.51
,,,,,,,202011,   6.37,201512,   1.17,201611,  -4.77
,,,,,,,202012,  -0.84,201601,  -2.93,201612,  -0.27
,,,,,,,202101,   9.42,201602,  -0.95,201701,  -0.93
,,,,,,,202102,   4.09,201603,   1.56,201702,  -1.51
,,,,,,,202103,   3.23,201604,   0.42,201703,  -0.97
,,,,,,,202104,  -1.90,201605,   0.15,201704,   0.48
,,,,,,,202105,   5.31,201606,   1.45,201705,   1.50
,,,,,,,202106,  -1.70,201607,   4.51,201706,  -0.10
,,,,,,,202107,  -7.54,201608,  -0.33,201707,   1.63
,,,,,,,202108,  -1.07,201609,   0.02,201708,   3.31
,,,,,,,202109,   4.86,201610,   2.55,201709,  -1.35
,,,,,,,202110,  -3.13,201611,   0.25,201710,   4.21
,,,,,,,202111,  -3.94,201612,  -1.22,201711,  -0.94
,,,,,,,202112,  -0.42,201701,   3.31,201712,  -1.55
,,,,,,,202201,  11.86,201702,  -0.95,201801,   4.08
,,,,,,,202202,   5.20,201703,  -0.93,201802,   3.68
,,,,,,,202203,   1.54,201704,  -2.11,201803,  -1.20
,,,,,,,202204,   7.09,201705,  -3.27,201804,   0.45
,,,,,,,202205,   5.70,201706,   4.12,201805,   3.91
,,,,,,,202206,  -2.12,201707,   2.00,201806,  -2.26
,,,,,,,202207,  -6.32,201708,  -0.37,201807,  -1.43
,,,,,,,202208,   4.40,201709,   2.83,201808,   5.30
,,,,,,,202209,  -1.40,201710,  -0.65,201809,  -0.08
,,,,,,,202210,   9.01,201711,   0.42,201810,  -2.06
,,,,,,,202211,  -0.72,201712,  -0.73,201811,  -1.40
,,,,,,,202212,   2.28,201801,   0.76,201812,   1.76
,,,,,,,202301,  -1.19,201802,  -1.08,201901,  -8.62
,,,,,,,202302,  -2.33,201803,   0.32,201902,   0.50
,,,,,,,202303,  -5.46,201804,  -0.74,201903,   2.24
,,,,,,,202304,  -0.34,201805,  -0.15,201904,  -2.91
,,,,,,,202305,  -4.05,201806,   0.77,201905,   7.55
,,,,,,,202306,  -0.09,201807,   1.64,201906,  -2.24
,,,,,,,202307,   3.44,201808,   1.68,201907,   2.92
,,,,,,,202308,  -2.47,201809,   0.07,201908,   7.51
,,,,,,,202309,   0.28,201810,   1.19,201909,  -6.74
,,,,,,,202310,  -1.86,201811,   1.19,201910,   0.13
,,,,,,,202311,   0.90,201812,  -1.57,201911,  -2.63
,,,,,,,202312,   0.20,201901,   8.18,201912,  -2.22
,,,,,,,202401,   0.79,201902,  -0.11,202001,   6.02
,,,,,,,202402,   0.51,201903,   0.09,202002,  -0.28
,,,,,,,202403,   0.02,201904,   0.86,202003,   8.21
,,,,,,,202404,  -2.27,201905,   0.72,202004,  -5.48
,,,,,,,202405,  -2.36,201906,   4.15,202005,   0.16
,,,,,,,202406,  -2.28,201907,  -0.13,202006,  -0.83
,,,,,,,202407,   1.73,201908,  -2.38,202007,   7.71
,,,,,,,202408,   0.76,201909,   5.12,202008,   0.46
,,,,,,,202409,  -0.26,201910,  -0.40,202009,   3.19
,,,,,,,202410,   1.90,201911,  -0.22,202010,  -3.14
,,,,,,,202411,   0.75,201912,   0.63,202011, -12.55
,,,,,,,202412,  -1.66,202001,   2.56,202012,  -2.37
,,,,,,,202501,   1.30,202002,  -2.42,202101,   4.31
,,,,,,,202502,   2.45,202003, -11.63,202102,  -7.96
,,,,,,,202503,   1.72,202004,  15.73,202103,  -6.16
,,,,,,,202504,  -1.30,202005,  -3.28,202104,   1.23
,,,,,,,202505,  -3.98,202006,  -1.92,202105,   0.56
,,,,,,,202506,  -3.92,202007,  -3.03,202106,   2.07
,,,,,,,202507,  -4.16,202008,  -2.48,202107,  -2.18
,,,,,,,202508,   2.31,202009,   0.48,202108,   2.63
,,,,,,,202509,  -3.58,202010,   0.59,202109,   1.39
,,,,,,,202510,   0.13,202011,   3.28,202110,   3.32
,,,,,,,202511,   1.77,202012,  -3.14,202111,   0.96
,,,,,,,202512,  -0.27,202101,   0.80,202112,  -2.39
,,,,,,,202601,  -0.66,202102,   4.46,202201,  -2.42
,,,,,,,202602,   0.99,202103,  -0.87,202202,   1.64
,,,,,,,202603,  -3.25,202104,   1.44,202203,   2.92
,,,,,,,Annual Factors:,,202105,   1.56,202204,   5.00
,,,,,,,January-December ,,202106,   2.96,202205,   2.53
,,,,,,,,LT_Rev,202107,  -0.66,202206,   1.09
,,,,,,,  1931,  -4.62,202108,  -1.48,202207,  -4.36
,,,,,,,  1932,  14.13,202109,   0.76,202208,   1.98
,,,,,,,  1933,  94.46,202110,  -1.61,202209,   3.71
,,,,,,,  1934, -11.11,202111,  -2.66,202210,   3.91
,,,,,,,  1935,  37.42,202112,  -0.24,202211,  -1.72
,,,,,,,  1936,  14.40,202201,  -4.86,202212,   4.97
,,,,,,,  1937,  -1.29,202202,  -3.14,202301, -16.21
,,,,,,,  1938, -11.05,202203,  -0.07,202302,   0.54
,,,,,,,  1939, -12.14,202204,  -1.85,202303,  -2.35
,,,,,,,  1940, -10.66,202205,  -2.08,202304,   1.75
,,,,,,,  1941,  -7.94,202206,   1.87,202305,  -0.86
,,,,,,,  1942,  31.39,202207,   6.49,202306,  -2.72
,,,,,,,  1943,  45.13,202208,   1.57,202307,  -3.97
,,,,,,,  1944,   2.80,202209,  -1.71,202308,   3.75
,,,,,,,  1945, -16.09,202210,   0.42,202309,   0.30
,,,,,,,  1946,  14.15,202211,   0.49,202310,   1.69
,,,,,,,  1947,   9.07,202212,  -3.37,202311,   2.53
,,,,,,,  1948,   7.34,202301,   9.49,202312,  -5.55
,,,,,,,  1949,   0.91,202302,  -1.38,202401,   5.22
,,,,,,,  1950,  13.42,202303,  -1.67,202402,   4.93
,,,,,,,  1951, -13.35,202304,  -0.81,202403,  -0.31
,,,,,,,  1952,  -4.61,202305,   3.91,202404,  -0.45
,,,,,,,  1953,  -2.02,202306,   0.94,202405,  -0.22
,,,,,,,  1954, -20.56,202307,  -1.82,202406,   0.86
,,,,,,,  1955, -11.70,202308,   2.39,202407,  -2.35
,,,,,,,  1956,  -5.28,202309,  -2.69,202408,   4.86
,,,,,,,  1957,   4.89,202310,  -2.53,202409,  -0.56
,,,,,,,  1958,  -0.10,202311,   3.53,202410,   2.94
,,,,,,,  1959,  -0.69,202312,  -4.08,202411,   1.01
,,,,,,,  1960,  -4.98,202401,   2.24,202412,  -0.40
,,,,,,,  1961,  -8.62,202402,  -1.63,202501,   0.99
,,,,,,,  1962,  11.76,202403,   0.14,202502,  -0.85
,,,,,,,  1963,   8.02,202404,  -3.84,202503,  -2.70
,,,,,,,  1964,   1.19,202405,  -1.46,202504,   5.02
,,,,,,,  1965,  13.22,202406,  -1.87,202505,   2.17
,,,,,,,  1966,   5.52,202407,   3.55,202506,  -2.73
,,,,,,,  1967,  -4.78,202408,   0.14,202507,  -0.95
,,,,,,,  1968,  12.03,202409,   0.59,202508,  -3.60
,,,,,,,  1969,   3.09,202410,  -1.54,202509,   4.63
,,,,,,,  1970,  24.49,202411,  -4.77,202510,   0.33
,,,,,,,  1971,  -5.27,202412,   0.31,202511,  -1.79
,,,,,,,  1972,  -2.47,202501,   2.76,202512,  -2.33
,,,,,,,  1973,   6.57,202502,   3.29,202601,   4.99
,,,,,,,  1974,   3.92,202503,  -3.50,202602,   1.26
,,,,,,,  1975,  28.56,202504,   2.34,202603,   1.54
,,,,,,,  1976,  15.98,202505,  -4.98,Annual Factors:,
,,,,,,,  1977,   7.58,202506,  -5.56,January-December ,
,,,,,,,  1978,   1.51,202507,  -5.21,,Mom
,,,,,,,  1979,  -7.68,202508,   1.17,  1927,  24.45
,,,,,,,  1980, -13.81,202509,  -2.28,  1928,  26.53
,,,,,,,  1981,  17.61,202510,  -7.73,  1929,  19.72
,,,,,,,  1982,  26.44,202511,  -0.15,  1930,  24.11
,,,,,,,  1983,   5.67,202512,   1.32,  1931,  23.29
,,,,,,,  1984,  -4.91,202601,  -0.36,  1932, -20.58
,,,,,,,  1985, -20.19,202602,  -6.64,  1933,  18.19
,,,,,,,  1986, -12.53,202603,   0.42,  1934,  18.78
,,,,,,,  1987,   7.88,Annual Factors:,,  1935,  21.19
,,,,,,,  1988,  -3.22,January-December ,,  1936,   5.90
,,,,,,,  1989, -11.97,,ST_Rev,  1937,  -3.96
,,,,,,,  1990,  -2.27,  1927, -18.73,  1938,  -3.30
,,,,,,,  1991,   4.00,  1928,  -8.82,  1939,  -0.36
,,,,,,,  1992,  13.63,  1929, -14.99,  1940,   5.93
,,,,,,,  1993,  27.24,  1930,  -1.18,  1941,  10.34
,,,,,,,  1994,   9.98,  1931,  27.20,  1942, -16.48
,,,,,,,  1995,  -0.67,  1932,  27.90,  1943,  14.48
,,,,,,,  1996,  -7.37,  1933,  74.69,  1944,   9.70
,,,,,,,  1997,  -0.88,  1934,  14.98,  1945,  16.09
,,,,,,,  1998,  -0.69,  1935,   7.10,  1946,   5.83
,,,,,,,  1999,  20.68,  1936,   4.81,  1947,  14.91
,,,,,,,  2000,   1.39,  1937,  -7.08,  1948,  11.63
,,,,,,,  2001,  26.06,  1938,  88.47,  1949,   0.44
,,,,,,,  2002,  17.88,  1939,  65.29,  1950,  15.18
,,,,,,,  2003,  10.30,  1940,  19.16,  1951,  11.02
,,,,,,,  2004,  -9.82,  1941,   1.57,  1952,   9.09
,,,,,,,  2005,  -8.77,  1942,  24.83,  1953,  16.20
,,,,,,,  2006,   8.00,  1943,  20.94,  1954,  10.24
,,,,,,,  2007, -12.93,  1944,  14.32,  1955,  13.99
,,,,,,,  2008,   3.61,  1945,  27.88,  1956,  19.00
,,,,,,,  2009,   2.67,  1946,  -0.87,  1957,   9.69
,,,,,,,  2010,   3.94,  1947,   5.66,  1958,  -9.50
,,,,,,,  2011, -18.25,  1948,  21.49,  1959,  19.40
,,,,,,,  2012,  10.77,  1949,  11.45,  1960,  17.10
,,,,,,,  2013,   8.17,  1950,  12.49,  1961,  10.84
,,,,,,,  2014,  -3.12,  1951,  19.14,  1962,  12.07
,,,,,,,  2015, -10.93,  1952,  12.24,  1963,  11.56
,,,,,,,  2016,   8.57,  1953,   2.04,  1964,   4.55
,,,,,,,  2017, -14.58,  1954,  18.25,  1965,  20.05
,,,,,,,  2018, -10.24,  1955,  14.72,  1966,   9.88
,,,,,,,  2019, -19.33,  1956,   1.89,  1967,  21.77
,,,,,,,  2020, -15.17,  1957,  -4.54,  1968,   2.77
,,,,,,,  2021,   8.01,  1958,  33.25,  1969,  10.35
,,,,,,,  2022,  33.80,  1959,   3.76,  1970,  -4.04
,,,,,,,  2023, -16.50,  1960,  -3.03,  1971,   3.31
,,,,,,,  2024,  -3.13,  1961,  13.53,  1972,  15.20
,,,,,,,  2025,  -7.72,  1962,   9.76,  1973,  29.67
,,,,,,,Copyright 2026 Eugene F. Fama and Kenneth R. French,,  1963,  12.54,  1974,   8.35
,,,,,,,,,  1964,   6.89,  1975, -19.19
,,,,,,,,,  1965,   4.97,  1976,   7.39
,,,,,,,,,  1966,  12.08,  1977,  18.03
,,,,,,,,,  1967,   8.90,  1978,  11.78
,,,,,,,,,  1968,  13.60,  1979,  26.18
,,,,,,,,,  1969,   4.24,  1980,  36.06
,,,,,,,,,  1970,   7.58,  1981,  -8.08
,,,,,,,,,  1971,  14.25,  1982,  34.02
,,,,,,,,,  1972,   4.28,  1983,  -9.73
,,,,,,,,,  1973,   1.46,  1984,   9.26
,,,,,,,,,  1974,  16.04,  1985,  14.83
,,,,,,,,,  1975,  45.32,  1986,  10.45
,,,,,,,,,  1976,  15.68,  1987,  -3.88
,,,,,,,,,  1977,   7.51,  1988,  -5.62
,,,,,,,,,  1978,  16.98,  1989,  27.16
,,,,,,,,,  1979,   9.84,  1990,  18.68
,,,,,,,,,  1980,   5.64,  1991,  14.24
,,,,,,,,,  1981,   2.35,  1992,   3.03
,,,,,,,,,  1982,   1.05,  1993,  23.64
,,,,,,,,,  1983,  21.14,  1994,   3.06
,,,,,,,,,  1984,  13.03,  1995,  17.62
,,,,,,,,,  1985,   6.98,  1996,   6.25
,,,,,,,,,  1986,   2.47,  1997,  11.09
,,,,,,,,,  1987,   5.17,  1998,  23.28
,,,,,,,,,  1988,  17.97,  1999,  33.89
,,,,,,,,,  1989,  -4.29,  2000,  14.70
,,,,,,,,,  1990, -11.51,  2001,   4.58
,,,,,,,,,  1991,   4.53,  2002,  25.63
,,,,,,,,,  1992,  -2.38,  2003, -24.59
,,,,,,,,,  1993,   0.02,  2004,  -0.40
,,,,,,,,,  1994,   2.37,  2005,  14.91
,,,,,,,,,  1995,   4.75,  2006,  -7.70
,,,,,,,,,  1996,   3.03,  2007,  21.80
,,,,,,,,,  1997,  12.57,  2008,  13.80
,,,,,,,,,  1998,  15.88,  2009, -83.81
,,,,,,,,,  1999, -14.93,  2010,   6.81
,,,,,,,,,  2000, -16.26,  2011,   7.30
,,,,,,,,,  2001,  38.68,  2012,   0.98
,,,,,,,,,  2002,  14.58,  2013,   7.05
,,,,,,,,,  2003,  12.17,  2014,   0.89
,,,,,,,,,  2004,   6.69,  2015,  19.95
,,,,,,,,,  2005,  -1.36,  2016, -20.91
,,,,,,,,,  2006,   5.98,  2017,   4.65
,,,,,,,,,  2007, -16.43,  2018,   9.58
,,,,,,,,,  2008,  -5.67,  2019,  -2.36
,,,,,,,,,  2009,   0.10,  2020,   7.44
,,,,,,,,,  2010,   9.55,  2021,  -2.44
,,,,,,,,,  2011,  -7.88,  2022,  16.09
,,,,,,,,,  2012,   6.49,  2023, -24.59
,,,,,,,,,  2013,  -1.73,  2024,  17.64
,,,,,,,,,  2014,  -2.42,  2025,  -2.30
,,,,,,,,,  2015,   1.31,Copyright 2026 Eugene F. Fama and Kenneth R. French,
,,,,,,,,,  2016,   5.87,,
,,,,,,,,,  2017,   4.05,,
,,,,,,,,,  2018,   3.52,,
,,,,,,,,,  2019,  19.87,,
,,,,,,,,,  2020, -12.76,,
,,,,,,,,,  2021,   4.95,,
,,,,,,,,,  2022,  -5.91,,
,,,,,,,,,  2023,   5.45,,
,,,,,,,,,  2024,  -9.16,,
,,,,,,,,,  2025, -20.41,,
,,,,,,,,,Copyright 2026 Eugene F. Fama and Kenneth R. French,,,
